player_id,player_name,primary_position,team_name,competition_name,goals_per90_scaled,assists_per90_scaled,shots_per90_scaled,shots_on_target_per90_scaled,xg_per90_scaled,passes_attempted_per90_scaled,passes_completed_per90_scaled,progressive_passes_per90_scaled,dribbles_attempted_per90_scaled,dribbles_completed_per90_scaled,carries_per90_scaled,tackles_per90_scaled,tackles_won_per90_scaled,interceptions_per90_scaled,pressures_per90_scaled,aerial_duels_per90_scaled,aerial_duels_won_per90_scaled,duels_per90_scaled,duels_won_per90_scaled,pass_accuracy_scaled,dribble_success_rate_scaled,tackle_success_rate_scaled,aerial_success_rate_scaled,duel_success_rate_scaled
20067,Darron Gibson,0,Everton,Premier League,-0.4794,1.659,-0.2615,0.0232,-0.6005,1.8012,1.977,2.3583,-0.2327,0.3212,1.5436,-0.5284,-0.9267,3.4349,-0.1716,-0.5169,0.0,-0.7526,-0.9267,1.2136,1.5912,-1.0382,0.0,-0.9172
30702,Brendan Joel Zibusiso Galloway,0,Everton,Premier League,-0.4794,-0.0817,-0.3427,-0.7168,-0.2186,-0.0394,0.0711,-0.1766,-0.2962,-0.6466,-0.1833,1.3725,0.7478,-0.2533,0.2992,-0.3802,0.0,0.6248,0.7478,0.5784,-0.7588,0.016,0.0,0.3656
42947,Leon Osman,Left Wing,Everton,Premier League,-0.4794,-0.4748,0.1714,-0.7168,-0.0277,1.5184,1.5172,1.2085,-0.1691,-0.4445,1.9509,-0.7594,-0.9267,-0.2422,0.5608,1.1308,0.0,0.3594,-0.9267,0.7478,-0.403,-1.0382,0.0,-0.9172
3278,Benik Afobe,Center Forward,AFC Bournemouth,Premier League,1.3995,-0.4748,0.2796,0.2179,0.545,-1.1785,-0.8723,-1.1289,0.2692,-0.0617,-0.6164,-0.9383,-0.7199,-0.831,0.4276,2.1273,0.0,1.0055,-0.7199,1.023,-0.2027,-0.238,0.0,-0.7852
3646,Marc Pugh,Left Midfield,AFC Bournemouth,Premier League,0.5095,0.2552,0.3969,0.7243,0.4814,-0.1314,-0.2017,-0.3564,1.6161,1.1189,0.6313,0.1351,0.1896,-0.2533,-0.0254,0.3949,0.0,0.3944,0.1896,-0.1945,-0.0024,0.2412,0.0,0.0284
9593,Lewis Grabban,Center Forward,AFC Bournemouth,Premier League,0.0645,-0.4748,0.938,1.4254,1.1815,-0.2321,-0.0484,-0.2882,0.7902,0.6296,0.4806,-0.7147,-0.4719,-0.6643,1.028,0.9224,0.0,0.2291,-0.4719,0.7901,0.1561,0.1597,0.0,-0.4994
20074,Artur Boruc,Goalkeeper,AFC Bournemouth,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.7162,-0.7943,-0.4801,-0.9315,-0.8487,-1.4946,-1.3707,-0.9267,-1.1198,-1.8111,-1.0054,0.0,-1.6943,-0.9267,-0.8297,1.5912,-1.0382,0.0,-0.9172
27949,Juan Manuel Iturbe Arévalo,0,AFC Bournemouth,Premier League,0.5095,-0.4748,0.8298,0.4322,0.1632,-0.9699,-0.9166,-1.0092,1.5399,1.4167,0.0165,-0.3495,0.293,0.591,0.0388,0.7791,0.0,0.3694,0.293,-0.4274,0.2458,1.0174,0.0,0.131
3321,Patrick van Aanholt,Left Back,Sunderland,Premier League,0.0645,0.1429,0.3067,-0.1326,-0.2186,0.3024,0.178,0.192,0.2248,0.3531,0.0037,0.4183,0.7891,0.5577,-0.2334,-0.5951,0.0,-0.1766,0.7891,-0.0886,0.476,0.6149,0.0,1.084
3658,DeAndre Yedlin,0,Sunderland,Premier League,-0.4794,0.199,-0.7666,-0.6389,-0.5368,0.1216,-0.0955,-0.1445,0.2629,0.2787,-0.474,0.1127,-0.2858,0.2799,0.2053,-0.0936,0.0,0.0037,-0.2858,-0.5544,0.3086,-0.2859,0.0,-0.2428
4429,Yann Gérard M''Vila,Left Defensive Midfield,Sunderland,Premier League,-0.3311,0.1429,-0.1713,-0.4442,-0.4732,0.7528,0.6933,0.6521,-0.2708,-0.0404,0.5397,0.9178,1.3472,0.8798,0.2861,-0.3802,0.0,0.3243,1.3472,0.3455,0.8049,0.6772,0.0,1.084
7171,Fabio Borini,Left Wing,Sunderland,Premier League,0.7073,0.0306,1.1635,0.9385,0.7996,-0.7189,-0.7556,-0.7178,0.2565,-0.0191,-0.2886,-0.2376,-0.4305,0.2133,0.3206,1.1894,0.0,0.7551,-0.4305,-0.6179,-0.1279,-0.2907,0.0,-0.558
9539,Vito Mannone,Goalkeeper,Sunderland,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.399,-0.9736,-0.6704,-0.9506,-0.8806,-1.2788,-1.3707,-0.9267,-1.1531,-1.8123,-1.0054,0.0,-1.6943,-0.9267,-2.7035,-1.3986,-1.0382,0.0,-0.9172
9554,Steven Fletcher,0,Sunderland,Premier League,1.0534,0.3675,1.0012,1.1722,0.9905,-0.7222,-0.7957,-1.0622,0.3518,0.3212,-0.602,-0.6849,-0.6166,-0.931,-0.0313,4.1918,0.0,2.7637,-0.6166,-0.8191,0.2458,-0.238,0.0,-0.7926
10503,Billy Jones,Right Back,Sunderland,Premier League,-0.2816,-0.2502,-0.4148,-0.2884,-0.155,-0.1162,-0.2635,-0.2737,-0.4741,-0.3169,-0.8064,1.3054,-0.0171,-0.22,0.9293,-0.022,0.0,0.8603,-0.0171,-0.4909,0.7122,-0.4488,0.0,-0.2795
10783,Lee Cattermole,Right Defensive Midfield,Sunderland,Premier League,-0.4794,-0.4748,-0.5682,-0.6389,-0.4732,0.0063,-0.009,0.0507,-0.4614,-0.2744,-0.2704,0.3587,0.417,0.4688,0.3016,-0.2369,0.0,0.0588,0.417,0.1231,0.8049,0.3082,0.0,0.4462
16295,Dame N''Doye,0,Sunderland,Premier League,0.3117,-0.4748,0.6314,0.5101,0.0359,-0.5738,-0.686,-0.88,0.5551,-0.0404,-0.0357,0.396,0.7064,-0.0978,0.1482,3.9378,0.0,3.2946,0.7064,-0.8191,-0.403,0.5574,0.0,-0.3381
16457,Jeremain Lens,Center Attacking Midfield,Sunderland,Premier League,0.5095,1.0413,0.7667,0.4711,0.2268,-0.4824,-0.7338,-0.6849,1.8004,1.5656,0.2618,0.4482,0.7478,-0.8532,0.7474,0.3167,0.0,0.5397,0.7478,-1.359,0.189,0.5574,0.0,0.4169
18751,Jack Rodwell,Left Wing,Sunderland,Premier League,-0.0838,-0.4748,0.9471,0.6464,0.6087,-0.2387,-0.2347,-0.3211,-0.3597,-0.2212,-0.4006,-0.0438,0.5204,-0.4644,-0.0408,0.3037,0.0,0.2041,0.5204,0.0279,0.5956,0.8353,0.0,0.4316
22281,Duncan Watmore,Right Wing,Sunderland,Premier League,1.004,0.0867,0.5773,1.0164,0.6087,-1.4693,-1.3736,-1.3915,1.5526,1.4273,-0.2605,-0.8563,-0.1205,-0.7199,0.0032,1.0526,0.0,0.2341,-0.1205,-0.999,0.2458,1.6978,0.0,-0.1622
42902,Adam Johnson,Right Wing,Sunderland,Premier League,0.3117,3.0628,0.1985,0.0427,0.2268,0.5183,0.3439,0.3887,0.2502,0.2893,0.9334,-0.7296,-0.4305,-0.2755,-0.5449,-0.4453,0.0,-0.8278,-0.4305,-0.1204,0.3444,0.2699,0.0,0.0797
4045,Leroy Fer,Right Center Midfield,Swansea City,Premier League,-0.4794,0.8729,-0.3968,-0.4831,-0.4732,0.8249,0.9499,0.8303,0.4853,0.6403,1.1181,0.8507,0.3136,1.3575,0.5108,0.1604,0.0,0.69,0.3136,0.9066,0.4909,-0.0799,0.0,-0.0009
6950,Alberto Paloschi,0,Swansea City,Premier League,1.449,-0.0256,1.0102,1.1527,2.327,-1.1156,-1.0579,-1.2004,-0.0929,-0.3914,-0.8087,-0.7967,-0.6166,-0.8532,0.3634,1.2545,0.0,0.4295,-0.6166,-0.6073,-0.3731,-0.0799,0.0,-0.6533
9536,Modou Barrow,0,Swansea City,Premier League,0.0645,1.4344,0.2977,0.179,-0.2186,-0.8288,-0.7613,-0.8471,2.747,2.7674,0.4329,0.2469,-0.4512,-0.1422,0.8758,1.0005,0.0,0.9354,-0.4512,-0.1733,0.3594,-0.5351,0.0,-0.602
9629,Stephen Kingsley,Left Back,Swansea City,Premier League,-0.4794,0.929,-0.7125,-0.7168,-0.6005,-0.0069,-0.0625,-0.0361,-0.1437,0.4701,-0.3438,-0.2376,-0.9267,-0.5866,-0.5009,0.3167,0.0,0.0789,-0.9267,-0.0462,1.5912,-1.0382,0.0,-0.9172
3475,Per Mertesacker,Right Center Back,Arsenal,Premier League,-0.4794,-0.4748,-0.6313,-0.4637,-0.3459,0.8746,1.1861,1.3362,-0.8998,-0.7955,0.3497,-0.7371,-0.7613,-0.3977,-1.3867,-0.3671,0.0,-0.7777,-0.7613,1.4571,1.5912,-0.559,0.0,-0.5727
3511,Héctor Bellerín Moruno,Right Back,Arsenal,Premier League,-0.3311,0.4798,-0.6133,-0.561,-0.5368,1.2468,1.2641,0.9893,0.8665,1.0976,0.9614,-0.0886,-0.0584,0.08,-0.6162,-0.1001,0.0,-0.1365,-0.0584,0.7266,0.5448,0.1214,0.0,0.0651
3517,Aaron Ramsey,Right Defensive Midfield,Arsenal,Premier League,0.3117,0.1429,0.8569,0.4711,0.7996,1.9621,1.984,1.7987,0.4344,0.4488,2.3385,0.6494,0.4377,0.0244,0.9317,-0.1783,0.0,0.2993,0.4377,0.896,0.3145,0.1357,0.0,0.307
3528,Kieran Gibbs,0,Arsenal,Premier League,0.6579,-0.4748,0.1173,-0.2689,0.3541,0.7753,0.5548,0.3662,0.6759,0.1085,0.6661,0.888,0.5204,0.6576,1.0566,1.2741,0.0,1.5765,0.5204,-0.1204,-0.3103,0.0687,0.0,-0.1329
3668,Theo Walcott,Right Wing,Arsenal,Premier League,1.1523,0.6482,1.7859,2.0875,2.1361,-1.1587,-0.9897,-1.0582,1.0507,0.9381,-0.2969,-0.7818,-0.2445,-0.4977,-0.64,0.0627,0.0,-0.4771,-0.2445,0.0914,0.2219,0.9599,0.0,0.0724
3713,Calum Chambers,0,Arsenal,Premier League,-0.4794,-0.4748,-0.4239,-0.1715,-0.3459,0.9514,1.1601,1.1065,1.0253,1.523,1.0182,0.5227,1.9881,0.7354,0.3931,0.8377,0.0,0.9955,1.9881,1.1712,0.775,1.6259,0.0,1.0107
3263,Craig Cathcart,Right Center Back,Watford,Premier League,-0.3311,-0.4748,-0.7756,-0.6,-0.5368,-0.5427,-0.5482,-0.3781,-0.8553,-0.753,-0.8859,-0.2675,-0.4305,-0.3977,-1.2155,0.1734,0.0,-0.0464,-0.4305,-0.2686,0.9932,-0.2715,0.0,-0.3894
3288,Miguel Ángel Britos Cabrera,Left Center Back,Watford,Premier League,-0.4794,-0.4748,-0.6674,-0.7168,-0.4732,-0.3877,-0.4695,-0.2577,-0.7282,-0.5615,-0.8337,-0.4016,-0.6579,0.1466,-0.9432,0.1539,0.0,-0.1515,-0.6579,-0.4697,1.2175,-0.559,0.0,-0.6093
3306,Nathan Aké,Left Back,Watford,Premier League,-0.3311,0.4236,-0.3788,-0.3468,-0.2823,0.6236,0.566,0.5099,-0.6901,-0.6147,-0.01,0.8432,-0.0791,0.4132,-0.3511,-0.276,0.0,0.3544,-0.0791,0.3031,0.4401,-0.3817,0.0,-0.1915
3309,Sebastian Prödl,0,Watford,Premier League,0.0151,-0.4748,-0.3878,-0.4247,-0.2823,-0.8003,-0.6987,-0.5307,-0.9188,-0.8806,-1.2168,-0.2376,-0.5132,0.1466,-1.0728,0.4144,0.0,0.159,-0.5132,0.049,-1.3986,-0.4009,0.0,-0.514
3454,Troy Deeney,Left Center Forward,Watford,Premier League,1.2512,1.0413,1.38,1.0943,1.436,-0.252,-0.5939,-0.7595,-0.0865,-0.0404,-0.5005,-0.4762,-0.0791,-0.9087,0.1506,4.4132,0.0,3.0792,-0.0791,-1.4437,0.3355,0.5957,0.0,-0.602
3522,Heurelho da Silva Gomes,Goalkeeper,Watford,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.6189,-0.9518,-0.6479,-0.9506,-0.8806,-1.5544,-1.3707,-0.9267,-1.1531,-1.8028,-1.0054,0.0,-1.6943,-0.9267,-1.9836,-1.3986,-1.0382,0.0,-0.9172
3626,Ben Watson,0,Watford,Premier League,-0.3311,-0.1379,-0.478,-0.3468,-0.5368,0.7786,0.5808,0.5694,-0.6075,-0.4765,-0.1212,0.2767,0.1896,0.3355,0.4847,0.1995,0.0,0.3393,0.1896,-0.0462,0.7122,0.1405,0.0,0.0651
3721,Etienne Capoue,Left Midfield,Watford,Premier League,-0.4794,-0.3064,0.0722,-0.1715,-0.0914,0.764,0.7052,0.4939,0.9046,0.9381,0.8213,0.8283,1.2646,0.9909,0.556,-0.4192,0.0,0.2391,1.2646,0.3561,0.3504,0.6772,0.0,1.0913
4828,Adlène Guédioura,Right Midfield,Watford,Premier League,-0.4794,1.9398,1.5604,0.5295,-0.2186,1.5959,0.7502,0.6015,2.4294,2.5121,1.5693,1.3278,0.8304,2.635,0.3266,1.3522,0.0,1.9322,0.8304,-1.2425,0.3953,0.0878,0.0,-0.0522
6871,Costel Fane Pantilimon,0,Watford,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.4242,-0.8751,-0.5419,-0.9506,-0.8806,-1.3008,-1.3707,-0.9267,-1.1531,-1.7837,-1.0054,0.0,-1.6943,-0.9267,-2.1953,-1.3986,-1.0382,0.0,-0.9172
40118,Ikechi Anya,Left Back,Watford,Premier League,-0.4794,0.1429,-0.4599,-0.6195,-0.4096,0.4607,0.2525,0.0723,0.0024,0.0872,0.1384,-0.7296,-0.5959,-0.1422,-0.5473,-0.0285,0.0,-0.5172,-0.5959,-0.2686,0.4162,-0.1374,0.0,-0.4187
43081,Almen Abdi,0,Watford,Premier League,-0.0344,-0.1941,0.6584,0.1595,0.0359,0.464,0.45,0.1631,-0.347,-0.1574,0.4125,1.5067,1.1405,-0.1422,0.8972,0.0888,0.0,1.0807,1.1405,0.3666,0.7361,0.2028,0.0,0.4023
3325,Marko Arnautović,Left Wing,Stoke City,Premier League,1.2512,0.8729,1.1184,0.8801,1.7542,-0.2937,-0.241,-0.3629,1.5526,1.5762,0.4186,-0.1333,0.5824,-0.1533,0.04,-0.3671,0.0,-0.3719,0.5824,0.2078,0.3534,1.0845,0.0,1.1206
3480,Geoff Cameron,Right Center Back,Stoke City,Premier League,-0.4794,-0.4748,-0.3878,-0.561,-0.4732,0.3832,0.3277,0.4762,-0.2009,-0.0298,0.168,0.0456,0.1689,1.0909,-0.0218,0.4079,0.0,0.3443,0.1689,0.1867,0.6255,0.3034,0.0,0.0431
3636,Charlie Adam,0,Stoke City,Premier League,-0.0838,-0.0256,1.1275,-0.0742,-0.155,0.5845,0.4648,0.6071,0.0342,-0.0085,0.52,-0.0289,0.0863,-0.5199,0.1649,-0.53,0.0,-0.427,0.0863,0.0808,0.174,0.2699,0.0,0.5049
3643,Phil Bardsley,Right Back,Stoke City,Premier League,-0.4794,0.1429,-0.2435,-0.2884,-0.6005,0.1805,0.1477,0.2249,-0.671,-0.6466,-0.331,0.8432,1.802,0.5577,-0.2013,-0.3606,0.0,0.2942,1.802,0.1549,0.0963,1.0892,0.0,1.5238
3670,Jonathan Walters,Right Wing,Stoke City,Premier League,0.8062,0.0867,0.6134,0.6074,1.1815,-0.7507,-0.8674,-0.9386,0.1739,0.0021,-0.6164,-1.0203,-0.9267,-0.5755,-0.4486,3.7489,0.0,2.1976,-0.9267,-1.0837,0.0096,-1.0382,0.0,-0.9172
4632,Stephen Ireland,Left Wing,Stoke City,Premier League,-0.4794,1.659,0.0902,-0.7168,0.2268,1.8263,1.5973,1.4317,0.0151,0.736,1.6163,1.4619,2.2155,0.9576,1.8817,0.232,0.0,1.1608,2.2155,0.3031,1.5912,0.8784,0.0,1.04
9625,Glenn Whelan,Right Defensive Midfield,Stoke City,Premier League,-0.4794,-0.3064,-0.6584,-0.5416,-0.6005,1.2256,1.4096,1.4775,-0.5376,-0.3382,1.0447,0.3214,0.0036,0.7354,0.0923,-0.4127,0.0,-0.1015,0.0036,1.1501,0.9424,-0.0799,0.0,0.131
40121,Philipp Wollscheid,Left Center Back,Stoke City,Premier League,-0.4794,-0.4748,-0.8478,-0.7168,-0.6641,0.0567,0.2581,0.5469,-0.76,-0.5934,-0.2325,0.6271,-0.0171,1.302,-0.4177,0.3493,0.0,0.69,-0.0171,0.9595,1.2593,-0.262,0.0,-0.2428
41185,Jakob Haugaard,0,Stoke City,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.4718,-0.7142,-0.3532,-0.9506,-0.8806,-1.2387,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-1.3061,-1.3986,-1.0382,0.0,-0.9172
3328,James Ward-Prowse,Right Defensive Midfield,Southampton,Premier League,0.114,1.4905,0.5953,0.3153,0.1632,0.5256,0.4177,0.4971,-0.4296,-0.2531,0.0968,-0.67,-0.4512,-0.4977,0.2992,0.2516,0.0,-0.2567,-0.4512,0.0914,0.7361,0.1597,0.0,-0.3161
3590,Rhu-endly Martina,0,Southampton,Premier League,-0.0838,-0.0256,-0.7125,-0.3858,-0.6005,0.5898,0.4057,0.306,-0.6838,-0.6147,0.0779,0.7314,0.2723,1.7019,-0.0979,-0.1913,0.0,0.3443,0.2723,-0.1098,0.3953,-0.0511,0.0,0.131
3685,Jay Rodriguez,Left Wing,Southampton,Premier League,-0.4794,-0.4748,2.5435,2.7886,1.1178,-1.0202,-0.9314,-1.0558,1.0126,0.7573,-0.2136,-0.6029,-0.9267,-0.2977,0.6844,0.6684,0.0,0.1089,-0.9267,-0.2686,0.0963,-1.0382,0.0,-0.9172
3828,Steven Davis,Center Attacking Midfield,Southampton,Premier League,0.3612,0.3113,-0.3156,-0.1715,-0.2186,1.1289,1.0848,0.9443,-0.1628,-0.0404,0.9129,0.2767,0.2103,-0.3533,0.4514,0.206,0.0,0.3443,0.2103,0.5254,0.5119,0.1597,0.0,0.0797
3842,Shane Long,0,Southampton,Premier League,1.6468,0.4798,1.4882,1.6006,1.4997,-0.7732,-0.8941,-1.1305,-0.1628,-0.3382,-0.6906,-0.6103,-0.2238,-0.4422,-0.0051,2.9413,0.0,1.852,-0.2238,-1.1473,-0.1608,0.5574,0.0,-0.5653
11062,Graziano Pellè,Center Forward,Southampton,Premier League,1.7951,0.929,2.1286,1.5422,1.3724,-0.1678,-0.4344,-0.7812,-0.1882,-0.2637,-0.1856,-1.0278,-0.6786,-0.8754,-0.5497,2.3357,0.0,1.1057,-0.6786,-1.0202,0.0455,0.2699,0.0,-0.7559
20201,Maarten Stekelenburg,Goalkeeper,Southampton,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.6884,-0.8154,-0.5074,-0.9506,-0.8806,-1.2311,-1.3707,-0.9267,-1.1531,-1.8087,-1.0054,0.0,-1.6943,-0.9267,-1.052,-1.3986,-1.0382,0.0,-0.9172
43121,Kelvin Davis,0,Southampton,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.6851,-1.1437,-0.8438,-0.9506,-0.8806,-1.8444,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-2.767,-1.3986,-1.0382,0.0,-0.9172
3277,Yohan Cabaye,Right Defensive Midfield,Crystal Palace,Premier League,0.3612,0.0867,1.1365,0.7827,0.736,0.5647,0.526,0.4754,-0.1247,-0.2106,0.3141,1.1712,0.3136,2.1462,0.8794,-0.53,0.0,0.3794,0.3136,0.3243,0.0574,-0.1949,0.0,0.1457
3407,Scott Dann,Right Center Back,Crystal Palace,Premier League,0.2128,-0.4748,-0.1172,-0.0547,-0.155,-0.5036,-0.4344,-0.3067,-0.7536,-0.636,-0.845,-0.6923,-0.6373,0.0578,-1.1013,0.5772,0.0,-0.0213,-0.6373,0.1231,0.775,-0.2907,0.0,-0.602
3443,Joel Ward,Right Back,Crystal Palace,Premier League,-0.1333,-0.3064,-0.4239,-0.3273,-0.4096,0.3355,0.2567,0.049,-0.2898,-0.2744,-0.2325,0.2767,-0.0378,0.591,-0.1157,0.1278,0.0,0.2842,-0.0378,0.0808,0.2398,-0.0943,0.0,-0.1109
3448,Martin Kelly,0,Crystal Palace,Premier League,-0.4794,-0.4748,-0.8568,-0.7168,-0.6641,0.4772,0.3052,0.208,-0.6202,-0.519,-0.471,0.8805,0.4997,-0.0089,-0.3594,0.0627,0.0,0.6399,0.4997,-0.1415,0.5956,0.0591,0.0,0.1677
3464,James McArthur,Left Defensive Midfield,Crystal Palace,Premier League,-0.0838,-0.0256,-0.3427,-0.3079,-0.3459,0.2991,0.4549,0.3477,-0.0865,-0.0085,0.2475,0.1947,0.4377,0.5799,0.6963,0.5772,0.0,0.5697,0.4377,0.8642,0.4132,0.4664,0.0,0.1457
3469,Bakary Sako,Center Attacking Midfield,Crystal Palace,Premier League,0.3612,0.4798,1.7227,1.7369,0.4814,-0.2486,-0.3345,-0.3452,1.2413,1.0019,0.3005,-0.1184,0.4584,-0.3088,-0.0242,0.3623,0.0,0.2041,0.4584,-0.3533,0.1322,0.8784,0.0,0.3876
3487,Julián Speroni,0,Crystal Palace,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.354,-0.6516,-0.2818,-0.9506,-0.8806,-1.4658,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-1.3908,-1.3986,-1.0382,0.0,-0.9172
3488,Wayne Hennessey,Goalkeeper,Crystal Palace,Premier League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.6083,-0.9532,-0.6728,-0.9506,-0.8806,-1.4416,-1.3707,-0.9267,-1.1531,-1.8099,-1.0054,0.0,-1.6943,-0.9267,-2.026,-1.3986,-1.0382,0.0,-0.9172
3507,Wilfried Zaha,Right Wing,Crystal Palace,Premier League,-0.1333,-0.0817,0.1353,0.0621,-0.0914,-0.9341,-0.9342,-0.9522,3.592,3.6927,0.6676,-0.0513,0.9338,0.3355,0.3991,0.1474,0.0,0.0789,0.9338,-0.7026,0.3983,1.4055,0.0,0.952
3589,Yannick Bolasie Yala,Left Wing,Crystal Palace,Premier League,0.6084,0.7606,1.3259,1.5617,0.545,-0.7315,-0.8611,-0.945,2.7661,2.4802,0.3292,-0.5284,0.1483,-0.6754,-0.3773,0.5446,0.0,0.0638,0.1483,-1.1261,0.2189,1.1755,0.0,0.1677
3693,Damien Delaney,Left Center Back,Crystal Palace,Premier League,-0.1827,0.0306,-0.3427,-0.3468,-0.155,-0.3871,-0.3767,-0.179,-0.868,-0.7423,-0.7443,-0.4165,-0.4099,0.1688,-0.9408,0.6423,0.0,0.2141,-0.4099,-0.0568,1.5912,-0.1038,0.0,-0.4334
4817,Joe Ledley,0,Crystal Palace,Premier League,-0.0344,-0.4748,-0.3607,-0.3663,-0.4732,-0.1917,-0.0695,-0.1413,-0.6012,-0.4871,-0.5982,0.0009,-0.1618,0.7909,0.4621,-0.1652,0.0,-0.1265,-0.1618,0.5572,0.5956,-0.0799,0.0,-0.0522
4884,Pape N''Diaye Souaré,Left Back,Crystal Palace,Premier League,-0.4794,-0.1379,-0.6403,-0.6584,-0.6005,0.7256,0.4985,0.4329,-0.0992,0.0447,0.1945,-0.6551,-0.6786,0.8354,-0.8457,-0.2108,0.0,-0.6024,-0.6786,-0.1627,0.5268,-0.4392,0.0,-0.514
10457,Patrick Bamford,Center Attacking Midfield,Crystal Palace,Premier League,-0.4794,-0.4748,1.3169,1.7175,0.9905,-1.0156,-1.0903,-1.2847,-0.6329,-0.3488,-0.4241,-0.8116,-0.4099,-0.32,0.4942,3.5536,0.0,2.1876,-0.4099,-1.2955,1.5912,0.5574,0.0,-0.6826
19688,Jason Puncheon,Center Attacking Midfield,Crystal Palace,Premier League,-0.1333,0.0867,0.7035,0.2764,0.0996,0.5951,0.4395,0.1952,0.8601,1.0232,0.888,0.0903,0.1276,-0.431,0.5251,0.0888,0.0,0.129,0.1276,-0.0251,0.476,0.222,0.0,0.1237
20641,Connor Wickham,Center Forward,Crystal Palace,Premier League,1.2018,1.0413,1.2086,0.7438,1.3724,-0.7646,-0.8365,-0.929,0.085,0.3531,-0.6262,-0.506,-0.3685,-1.0754,0.26,4.5761,0.0,3.1744,-0.3685,-0.8614,0.7182,0.0878,0.0,-0.7119
50245,Marouane Chamakh,Center Forward,Crystal Palace,Premier League,-0.4794,-0.4748,-0.2976,-0.0352,-0.0914,-0.4705,-0.3303,-1.0526,-0.0484,-0.5084,-0.6088,0.478,0.541,-0.7643,0.8283,2.6874,0.0,2.388,0.541,0.4831,-0.6511,0.3322,0.0,-0.2795
4217,Danny Graham,Left Center Forward,Sunderland,Premier League,-0.4794,-0.4748,-0.036,0.2569,0.1632,-1.1779,-1.2815,-1.3634,-0.6329,-0.8806,-1.1214,-0.998,-0.4099,-0.0422,-0.3939,2.2575,0.0,1.0706,-0.4099,-1.8354,-1.3986,1.3576,0.0,-0.5873
4746,Younes Kaboul,Left Center Back,Sunderland,Premier League,-0.4794,-0.2502,-0.496,-0.2884,-0.4732,-0.5685,-0.6579,-0.4745,-0.5567,-0.3169,-0.8518,0.0531,0.355,0.7687,-0.3143,1.1373,0.0,0.9103,0.355,-0.7026,1.1636,0.5239,0.0,-0.0376
3442,El-Hadji Baye Oumar Niasse,0,Everton,Premier League,-0.4794,-0.4748,0.1985,0.5101,-0.0914,-0.6791,-0.5532,-0.6768,1.4573,0.4595,-0.6224,0.5152,1.678,0.9576,0.43,2.2901,0.0,2.1075,1.678,0.2714,-0.403,1.3576,0.0,0.307
3607,James McCarthy,Right Center Midfield,Everton,Premier League,-0.1333,0.3675,-0.3788,-0.0742,-0.4096,0.7481,0.9618,0.9965,-0.5821,-0.5296,0.6192,0.8581,0.5824,0.2244,0.6583,-0.4127,0.0,0.2592,0.5824,1.1606,0.2817,0.1309,0.0,0.4536
20046,Phil Jagielka,Right Center Back,Everton,Premier League,-0.4794,-0.1941,-0.4509,-0.4247,-0.4732,0.817,0.9421,1.2535,-0.7663,-0.6785,0.4125,-0.0289,-0.3272,0.4132,-0.709,0.5186,0.0,0.3794,-0.3272,0.9066,0.5956,-0.262,0.0,-0.3967
3394,Laurent Koscielny,Left Center Back,Arsenal,Premier League,0.1634,-0.4748,-0.3697,-0.1715,-0.0277,0.8971,1.1123,1.3089,-0.7918,-0.7104,0.601,-0.1184,-0.0171,0.9909,-0.8136,0.5381,0.0,0.3343,-0.0171,1.1818,0.47,0.2268,0.0,-0.1182
3041,Ciaran Clark,Right Wing,Aston Villa,Premier League,-0.1827,-0.4748,-0.3788,-0.4831,-0.155,-0.1884,-0.1461,-0.0714,-0.6329,-0.4871,-0.4294,-0.2973,-0.8026,1.0687,-0.533,0.4991,0.0,0.1841,-0.8026,0.229,0.8437,-0.8321,0.0,-0.7926
3450,Jordan Ayew,Left Wing,Aston Villa,Premier League,0.9545,0.2552,0.92,0.8801,0.736,-0.6195,-0.5173,-0.7186,2.5691,2.1505,0.3989,-0.2153,0.1896,-0.4088,1.1945,1.8407,0.0,1.271,0.1896,0.1972,0.1382,0.6245,0.0,-0.2501
3583,Ashley Westwood,Left Center Midfield,Aston Villa,Premier League,-0.1827,-0.1379,0.1624,-0.0936,-0.2186,0.9561,0.9182,1.0375,-0.3979,-0.3382,0.7593,-0.0066,0.1276,0.2022,0.713,-0.3606,0.0,-0.2818,0.1276,0.4831,0.3743,0.3082,0.0,0.4169
7153,Jordan Veretout,Right Center Midfield,Aston Villa,Premier League,-0.4794,0.7606,-0.0721,-0.1131,-0.2823,1.0561,0.9625,0.9708,-0.563,-0.3701,0.9894,0.068,0.1689,-0.4199,0.6309,0.0236,0.0,0.0588,0.1689,0.3666,0.9514,0.2699,0.0,0.1823
