player_id,player_name,primary_position,team_name,competition_name,goals_per90_scaled,assists_per90_scaled,shots_per90_scaled,shots_on_target_per90_scaled,xg_per90_scaled,passes_attempted_per90_scaled,passes_completed_per90_scaled,progressive_passes_per90_scaled,dribbles_attempted_per90_scaled,dribbles_completed_per90_scaled,carries_per90_scaled,tackles_per90_scaled,tackles_won_per90_scaled,interceptions_per90_scaled,pressures_per90_scaled,aerial_duels_per90_scaled,aerial_duels_won_per90_scaled,duels_per90_scaled,duels_won_per90_scaled,pass_accuracy_scaled,dribble_success_rate_scaled,tackle_success_rate_scaled,aerial_success_rate_scaled,duel_success_rate_scaled
4633,Magdalena Lilly Eriksson,Left Center Back,Chelsea FCW,FA Women's Super League,-0.1333,-0.3064,0.1353,-0.2105,0.2905,1.7926,1.7942,2.2668,-0.8553,-0.7743,1.3801,-0.6253,-0.5339,-0.32,-1.2,-0.1327,0.0,-0.5222,-0.5339,0.8113,0.5029,-0.1182,0.0,-0.3161
4636,Maria Thorisdottir,Right Center Midfield,Chelsea FCW,FA Women's Super League,-0.1827,-0.1379,-0.4148,-0.3468,-0.4096,1.1117,0.9738,1.0969,-0.0039,0.2255,0.8334,-0.4985,0.0036,0.0022,-0.9634,-0.3737,0.0,-0.6224,0.0036,0.2714,0.6823,0.8257,0.0,0.6368
4638,Drew Spence,Left Center Midfield,Chelsea FCW,FA Women's Super League,0.2623,0.3675,1.1545,0.958,0.8633,0.0507,0.0908,0.0017,-0.0738,0.0341,0.3391,0.2469,0.7684,-0.0311,0.2457,-0.3476,0.0,-0.1015,0.7684,0.3561,0.461,0.7778,0.0,0.9814
4640,Rut Hedvig Lindahl,Goalkeeper,Chelsea FCW,FA Women's Super League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.4023,-0.4245,-0.0698,-0.9188,-0.8274,-0.8087,-1.3334,-0.9267,-1.1531,-1.8147,-1.0054,0.0,-1.6693,-0.9267,-0.2156,1.5912,-1.0382,0.0,-0.9172
4641,Francesca Kirby,Left Center Forward,Chelsea FCW,FA Women's Super League,2.8335,2.7259,1.9572,2.5549,2.1361,-0.148,-0.0758,-0.2794,0.9745,1.1082,0.6972,-0.3867,-0.0791,-0.3422,0.3813,-0.4127,0.0,-0.5773,-0.0791,0.3772,0.4401,0.4664,0.0,0.4462
4642,Millie Bright,Center Back,Chelsea FCW,FA Women's Super League,-0.1827,-0.0817,-0.1533,-0.3468,-0.2186,2.086,2.0824,2.588,-0.6647,-0.5403,2.0062,-0.3047,-0.0584,0.391,-1.087,-0.5169,0.0,-0.6024,-0.0584,0.8642,0.7241,0.3657,0.0,0.4902
4647,So-Yun Ji,Center Midfield,Chelsea FCW,FA Women's Super League,1.0534,0.199,1.3259,0.919,0.3541,1.5839,1.6782,1.5136,0.7584,1.0019,2.1856,0.2842,0.9958,-0.1533,0.1126,-0.3476,0.0,-0.0764,0.9958,0.9913,0.5627,0.9599,0.0,1.1866
4657,Anita Amma Ankyewah Asante,Center Back,Chelsea FCW,FA Women's Super League,-0.2322,-0.1941,-0.7666,-0.6195,-0.6005,-0.5692,-0.3809,-0.2922,-0.3026,-0.1042,-0.5952,0.4705,0.0656,1.0576,-0.3036,-0.4713,0.0,-0.0414,0.0656,0.6631,0.7361,-0.099,0.0,0.1604
4659,Ramona Bachmann,Right Center Forward,Chelsea FCW,FA Women's Super League,0.6579,1.7152,1.5514,1.5617,1.3724,-0.1738,-0.2326,-0.4632,1.7686,2.0229,0.8115,-0.2078,0.4377,-0.4644,0.128,-0.5234,0.0,-0.5422,0.4377,-0.1839,0.5029,0.9982,0.0,1.1939
4660,Erin Cuthbert,Right Center Midfield,Chelsea FCW,FA Women's Super League,0.7567,1.9959,1.5874,1.289,1.1178,0.1693,-0.0568,-0.1067,0.7267,1.0551,0.7206,1.1787,1.6366,0.18,0.9757,-0.1392,0.0,0.69,1.6366,-0.5438,0.6554,0.6963,0.0,0.996
5088,Crystal Alyssia Dunn Soubrier,Left Midfield,Chelsea FCW,FA Women's Super League,0.2128,1.9398,1.1184,1.2306,0.9905,0.3514,0.1871,0.2418,0.7076,1.0338,0.7547,0.6792,0.1483,0.0578,0.9222,-0.543,0.0,0.0388,0.1483,-0.1945,0.6673,-0.1278,0.0,0.1897
10395,Maren Nævdal Mjelde,Left Center Midfield,Chelsea FCW,FA Women's Super League,0.2128,0.199,-0.2976,-0.1131,0.0996,1.7038,1.823,1.9761,-0.023,-0.1255,1.4391,-0.3271,-0.3892,-0.3644,-0.7756,-0.4062,0.0,-0.5322,-0.3892,1.0654,0.0544,-0.1374,0.0,-0.0815
17275,Hannah Jayne Blundell,Right Midfield,Chelsea FCW,FA Women's Super League,-0.0344,0.9852,-0.1533,-0.0352,-0.2186,2.1482,2.0965,1.9577,0.1485,0.3106,1.7306,-0.2078,0.417,0.6243,-0.2096,-0.81,0.0,-0.7626,0.417,0.7689,0.5448,0.9599,0.0,1.6411
4637,Ellie Roebuck,Goalkeeper,Manchester City WFC,FA Women's Super League,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.0811,0.2131,0.5734,-0.9252,-0.8381,-0.2757,-1.3707,-0.9267,-1.1531,-1.8075,-1.0054,0.0,-1.6943,-0.9267,1.2877,1.5912,-1.0382,0.0,-0.9172
4643,Georgia Stanway,Left Center Midfield,Manchester City WFC,FA Women's Super League,1.6962,0.199,2.1647,1.5033,1.9451,0.3209,0.4289,0.3718,1.2667,1.438,0.919,0.4556,0.3136,0.0911,0.7997,-0.3411,0.0,0.0438,0.3136,0.716,0.47,0.1453,0.0,0.3583
4645,Isobel Mary Christiansen,Left Center Midfield,Manchester City WFC,FA Women's Super League,0.8556,1.3221,0.1624,0.3348,0.4178,1.2866,1.0342,0.9082,-0.1755,0.0341,0.626,-0.0513,-0.0791,-0.0422,0.2065,-0.6537,0.0,-0.5372,-0.0791,0.0384,0.7062,0.0687,0.0,0.3729
4646,Claire Emslie,Left Wing,Manchester City WFC,FA Women's Super League,1.1523,2.5013,1.1275,1.0359,0.6087,-0.4162,-0.5131,-0.6303,1.1079,1.2146,0.3716,-0.1482,-0.2445,-0.3311,0.5073,-0.1001,0.0,-0.1766,-0.2445,-0.565,0.4192,-0.0799,0.0,-0.1255
4648,Abbie McManus,Right Center Back,Manchester City WFC,FA Women's Super League,-0.4794,-0.1941,-0.8207,-0.6584,-0.6005,1.5833,1.5179,1.7425,-0.4804,-0.2212,1.2945,-0.2227,-0.0791,0.3577,-0.7756,-0.5365,0.0,-0.5623,-0.0791,0.6101,1.0769,0.2412,0.0,0.4169
4649,Esme Beth Morgan,Right Back,Manchester City WFC,FA Women's Super League,-0.1333,-0.4748,-0.6133,-0.4442,-0.4732,1.8575,1.8328,1.8396,-0.1183,0.066,1.0363,0.0829,-0.2652,0.5021,-0.2334,-0.3346,0.0,-0.2016,-0.2652,0.7689,0.6225,-0.2524,0.0,-0.1329
4650,Nadia Nadim,Center Forward,Manchester City WFC,FA Women's Super League,-0.4794,-0.4748,2.2278,2.6912,2.5179,-1.0818,-1.0115,-1.0807,1.4192,1.4486,-0.1417,-0.7147,-0.4719,-0.9087,0.8318,0.1343,0.0,-0.377,-0.4719,-0.4803,0.3594,0.1597,0.0,-0.3088
4651,Demi Stokes,Left Back,Manchester City WFC,FA Women's Super League,-0.3311,0.1429,-0.7305,-0.4442,-0.5368,1.5065,1.5439,1.2302,0.193,0.2468,1.3066,0.5749,0.6651,-0.4199,-0.061,-0.5951,0.0,-0.0714,0.6651,0.8325,0.3564,0.3849,0.0,0.8347
4653,Jane Ross,Center Forward,Manchester City WFC,FA Women's Super League,1.2018,0.0867,0.8298,1.1332,1.4997,-0.795,-0.8224,-1.0197,0.1041,0.3425,-0.2954,-0.5358,-0.1618,-0.7754,0.3325,1.1047,0.0,0.4896,-0.1618,-0.6603,0.6763,0.5574,0.0,-0.2941
4654,Nikita Parris,Right Wing,Manchester City WFC,FA Women's Super League,3.7729,0.8729,2.2549,2.7691,4.8726,-0.5937,-0.5405,-0.6881,1.2731,1.4592,0.4049,-0.67,0.0036,-0.6977,0.7165,-0.53,0.0,-0.8578,0.0036,-0.0251,0.479,1.2522,0.0,1.0473
4658,Keira Walsh,Center Midfield,Manchester City WFC,FA Women's Super League,-0.0838,0.5359,-0.4148,-0.4052,-0.5368,1.5568,1.6395,1.667,0.0405,0.183,1.7503,0.0903,0.4377,-0.0867,0.3278,-0.569,0.0,-0.3719,0.4377,0.9595,0.5029,0.5718,0.0,0.9154
10172,Jill Scott,Right Center Midfield,Manchester City WFC,FA Women's Super League,-0.1333,0.8729,0.1083,-0.1326,0.0359,0.562,0.5583,0.3277,0.282,0.4914,0.6389,0.7016,0.6237,0.3022,1.0803,0.4014,0.0,0.7801,0.6237,0.4407,0.5836,0.2459,0.0,0.1897
17524,Jennifer Patricia Beattie,Left Center Back,Manchester City WFC,FA Women's Super League,0.0645,-0.4748,-0.2976,-0.3468,-0.155,2.6158,2.829,3.1733,-0.7282,-0.5615,2.5316,-0.3569,-0.4099,-0.3311,-1.2416,-0.3997,0.0,-0.5473,-0.4099,1.3618,1.1307,-0.1757,0.0,-0.1329
4940,Andi Sullivan,Center Defensive Midfield,Washington Spirit,NWSL,-0.0838,-0.4748,0.1804,-0.0742,0.2268,0.1593,0.1309,0.2,-0.1628,0.0872,0.0907,0.6047,0.4377,0.3244,0.8437,0.2385,0.0,0.5898,0.4377,0.1655,0.7929,0.1597,0.0,0.1457
4941,Taylor Smith,Right Back,Washington Spirit,NWSL,-0.4794,-0.4748,-0.5321,-0.5026,-0.5368,0.2097,-0.2713,-0.081,0.1867,-0.519,-0.1644,0.3811,1.616,0.3355,-0.0693,-0.6407,0.0,-0.2367,1.616,-1.4119,-0.8365,1.4726,0.0,2.1835
4943,Estelle Johnson,Left Center Back,Washington Spirit,NWSL,-0.4794,-0.4748,-0.7125,-0.7168,-0.5368,-0.2539,-0.2874,-0.0802,-0.7409,-0.5296,-0.6701,0.2469,0.4584,-0.1311,-0.5176,-0.6277,0.0,-0.3168,0.4584,-0.1415,1.5912,0.4376,0.0,0.8567
4945,Havana Solaun,Right Center Midfield,Washington Spirit,NWSL,0.4601,0.5921,0.442,0.0232,0.0996,-0.15,-0.2635,-0.391,2.3277,1.9697,0.5957,-0.2302,0.2516,-1.1531,1.3562,-0.1327,0.0,-0.2567,0.2516,-0.385,0.1531,0.7586,0.0,0.5489
4946,Joanna Lohman,Right Center Midfield,Washington Spirit,NWSL,-0.4794,-0.4748,0.4239,0.7632,0.2268,-0.0506,-0.1771,-0.3476,0.0088,-0.8806,-0.5233,-0.8042,-0.9267,1.3686,0.5132,-1.0054,0.0,-1.3136,-0.9267,-0.3533,-1.3986,-1.0382,0.0,-0.9172
4950,Whitney Church,Right Center Back,Washington Spirit,NWSL,-0.4794,0.1429,-0.5231,-0.7168,-0.5368,-0.0294,-0.0969,0.2233,-0.8045,-0.636,-0.5286,-0.8638,-0.6993,-0.0089,-0.401,-0.4844,0.0,-0.953,-0.6993,-0.1098,1.5912,-0.238,0.0,-0.3528
4956,Mallory Eubanks,Left Wing,Washington Spirit,NWSL,-0.4794,-0.4748,0.0091,-0.7168,-0.4732,-0.5149,-0.4969,-0.4432,-0.2835,-0.3169,-0.3067,-0.1929,1.2439,-0.5644,0.6761,-0.6602,0.0,-0.6424,1.2439,-0.1204,0.0963,2.1578,0.0,2.748
4962,Caprice Dydasco,Left Back,Washington Spirit,NWSL,-0.4794,-0.4748,-0.496,-0.4831,-0.2823,1.6628,1.0715,1.1403,-0.0103,0.4382,0.8016,0.5674,0.0863,-0.3311,-0.1633,-0.3606,0.0,0.1039,0.0863,-0.5968,1.0919,-0.1278,0.0,0.0944
4964,Ashley Hatch,Center Forward,Washington Spirit,NWSL,0.0645,-0.4748,2.6697,1.289,1.7542,-1.0474,-0.994,-1.0213,0.0659,0.2149,-0.5263,-0.9458,-0.6993,-1.0309,-0.0063,0.4795,0.0,-0.2617,-0.6993,-0.5332,0.5238,-0.0799,0.0,-0.624
5022,Francisca Ordega,Right Wing,Washington Spirit,NWSL,0.0645,-0.4748,0.2706,0.3737,0.4178,-1.2116,-1.2063,-1.0863,1.8258,1.6188,-0.2053,1.1339,1.1612,-0.6532,0.8901,-0.4192,0.0,0.4345,1.1612,-1.1473,0.2099,0.3993,0.0,0.8201
5023,Mallory Pugh,Left Center Midfield,Washington Spirit,NWSL,1.6468,1.9398,1.1906,0.5295,1.3724,-0.2738,-0.2361,-0.1694,2.5946,3.2247,0.8872,-0.0886,-0.9267,-0.4422,0.0638,-0.4453,0.0,-0.402,-0.9267,0.1549,0.6703,-1.0382,0.0,-0.9172
5025,Aubrey Renee Kingsbury,Goalkeeper,Washington Spirit,NWSL,-0.4794,-0.4748,-0.8117,-0.7168,-0.6005,-0.4295,-0.8323,-0.5459,-0.9506,-0.8806,-1.0547,-1.3707,-0.9267,-1.1531,-1.8087,-1.0054,0.0,-1.6943,-0.9267,-1.9836,-1.3986,-1.0382,0.0,-0.9172
5026,Meggie Dougherty Howard,Left Wing,Washington Spirit,NWSL,-0.4794,-0.4748,-0.0992,-0.7168,-0.2186,0.0712,0.0149,0.0306,-0.3597,0.1085,0.2119,0.1574,-0.5339,-0.531,1.0542,-0.276,0.0,-0.1065,-0.5339,0.0067,1.5912,-0.6022,0.0,-0.4847
5029,Tori Huster,Left Center Midfield,Washington Spirit,NWSL,-0.4794,-0.4748,-0.2435,-0.1131,0.2905,0.2898,-0.0336,0.0041,-0.8553,-0.7211,-0.0259,-0.1109,0.6651,0.5577,0.6452,0.1995,0.0,0.0789,0.6651,-0.7873,1.5912,1.142,0.0,0.6735
21057,DiDi Haracic,0,Washington Spirit,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-1.3474,-1.4952,-1.2453,-0.9506,-0.8806,-1.4658,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-2.6717,-1.3986,-1.0382,0.0,-0.9172
5034,Jessica McDonald,Right Center Forward,North Carolina Courage,NWSL,0.9545,1.659,2.5796,1.698,3.0907,-0.6527,-0.9876,-1.0783,0.3201,0.2361,-0.5051,-1.0874,-0.1411,-0.6199,-0.0051,0.0497,0.0,-0.6925,-0.1411,-2.0577,0.1681,3.7533,0.0,0.4756
5036,Darian Jenkins,Right Center Forward,North Carolina Courage,NWSL,-0.4794,-0.4748,1.4702,-0.7168,1.7542,-0.3056,-0.5707,-0.6897,4.7102,3.8522,1.477,0.6196,0.9131,-0.1644,1.4572,-0.4258,0.0,0.0889,0.9131,-1.179,0.0963,0.5574,0.0,0.9154
5037,Abby Erceg,Left Center Back,North Carolina Courage,NWSL,0.114,-0.1379,0.0181,-0.3468,-0.0277,0.0514,0.1744,0.4409,-0.9506,-0.8806,-0.4248,-0.2973,-0.1411,0.7243,-1.0074,-0.0676,0.0,-0.2517,-0.1411,0.6631,-1.3986,0.2124,0.0,0.0357
5038,Allysha Lyn Chapman,Right Back,North Carolina Courage,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,0.9408,0.5576,0.6778,-0.0611,0.1085,0.2808,0.7165,-0.2031,0.4021,-0.2025,-0.6277,0.0,-0.0013,-0.2031,-0.4909,0.5956,-0.4392,0.0,-0.1622
5041,Cari Roccaro,0,North Carolina Courage,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.3129,-0.1335,-0.1107,-0.2835,0.2361,-0.1144,-0.588,0.1483,1.7574,0.7938,-0.6667,0.0,-0.9079,0.1483,0.7372,1.5912,1.3576,0.0,1.5238
5047,Jaelene McKenzie Daniels,Left Back,North Carolina Courage,NWSL,-0.4794,1.2659,-0.6584,-0.7168,-0.5368,1.0064,0.3987,0.5565,1.3239,1.9485,0.7767,-0.4538,0.7684,1.4575,-0.6448,-0.6081,0.0,-0.7727,0.7684,-1.0732,0.8228,2.1578,0.0,2.3375
5048,Katelyn Rowland,0,North Carolina Courage,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.8474,-0.7732,-0.4865,-0.9506,-0.8806,-0.9699,-1.3707,-0.9267,-1.1531,-1.8147,-1.0054,0.0,-1.6943,-0.9267,-0.1521,-1.3986,-1.0382,0.0,-0.9172
5050,Meredith Speck,Left Center Midfield,North Carolina Courage,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.0321,-0.2642,-0.085,-0.9506,-0.8806,-0.2492,0.9103,0.8718,0.3022,1.4453,-1.0054,0.0,-0.1616,0.8718,-0.745,-1.3986,0.3322,0.0,1.1793
5055,Lynn Raenie Williams,Left Center Forward,North Carolina Courage,NWSL,2.9818,1.2098,4.4375,3.7233,5.4454,-1.0401,-1.1367,-1.1466,1.3874,1.4486,-0.1705,0.0382,0.3136,-0.4866,0.7617,-0.2955,0.0,-0.2016,0.3136,-1.4754,0.3803,0.4759,0.0,0.5489
5057,Kaleigh Kurtz,0,North Carolina Courage,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,1.1084,0.6651,1.0608,-0.9506,-0.8806,0.1278,0.6196,-0.2445,0.3355,0.3182,-0.569,0.0,-0.0213,-0.2445,-0.5544,-1.3986,-0.4392,0.0,-0.1842
5080,Kristen Hamilton,Left Wing,North Carolina Courage,NWSL,0.6084,3.2875,2.7058,2.3407,2.8361,-1.2395,-1.2527,-1.1658,-0.239,-0.6466,-0.5505,-0.2004,-0.4719,0.0911,0.707,-0.7123,0.0,-0.6825,-0.4719,-1.3378,-0.8006,-0.353,0.0,-0.1035
5081,Abby Dahlkemper,Right Center Back,North Carolina Courage,NWSL,-0.4794,-0.2502,-0.8658,-0.6389,-0.6005,1.3581,1.4842,1.8501,-0.7727,-0.6254,1.1204,-0.8936,-0.4305,-0.3533,-1.2606,-0.7188,0.0,-1.1533,-0.4305,1.023,1.1636,0.7586,0.0,0.7101
5083,Merritt Mathias,Right Back,North Carolina Courage,NWSL,-0.0344,0.0306,-0.4329,-0.3468,-0.5368,0.4428,0.0662,0.2249,-0.1247,0.1085,-0.0433,-0.0587,0.417,0.391,0.1161,-0.9468,0.0,-0.7626,0.417,-0.8297,0.7361,0.7251,0.0,1.6484
5084,Denise O'Sullivan,Right Center Midfield,North Carolina Courage,NWSL,-0.4794,0.0306,0.3247,-0.0936,-0.155,-0.1566,-0.0927,-0.1148,0.3645,0.6084,0.4125,1.0519,1.5953,0.5021,1.8579,0.0497,0.0,0.7451,1.5953,0.3349,0.6165,0.7586,0.0,0.9154
5087,Samantha June Mewis,0,North Carolina Courage,NWSL,1.9434,1.1536,2.6788,2.068,2.0724,0.4428,0.3361,0.2907,0.2184,0.5977,0.657,0.1574,0.417,-0.431,-0.1954,-0.048,0.0,0.0688,0.417,0.049,0.8617,0.4951,0.0,0.4462
5091,McCall Zerboni,Left Center Midfield,North Carolina Courage,NWSL,1.004,-0.4748,0.1443,0.2569,0.545,0.5262,0.5274,0.6464,-0.0611,0.0766,0.6063,1.5439,1.554,1.513,0.9496,-0.289,0.0,0.8152,1.554,0.4407,0.5238,0.4376,0.0,0.8421
5102,Sabrina D’Angelo,Goalkeeper,North Carolina Courage,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.8838,-0.9328,-0.6431,-0.9506,-0.8806,-1.163,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-0.9144,-1.3986,-1.0382,0.0,-0.9172
4994,Nahomi Kawasumi,Left Wing,OL Reign,NWSL,-0.4794,1.659,0.433,0.7632,0.0359,0.1693,0.1049,-0.2745,0.9872,1.5549,0.1528,0.3363,2.2155,-0.3088,0.575,-0.7579,0.0,-0.3569,2.2155,0.0384,0.8437,2.1578,0.0,3.2684
4997,Alyssa Kleiner,Right Back,OL Reign,NWSL,-0.4794,-0.4748,-0.2254,0.8216,-0.155,-0.0837,-0.5806,-0.3918,1.0634,1.6507,-0.016,2.7664,3.9932,0.6132,0.2493,-1.0054,0.0,1.0857,3.9932,-1.846,0.8437,1.0174,0.0,2.2275
4998,Rumi Utsugi,Left Center Midfield,OL Reign,NWSL,0.7567,-0.4748,0.4149,0.2569,-0.4096,0.5236,0.2799,0.3807,-0.4741,-0.0829,0.4458,0.4929,1.6573,-0.5977,0.2255,-0.0285,0.0,0.3093,1.6573,-0.3427,1.5912,1.3576,0.0,1.3699
5000,Stephanie-Elise Catley,Left Back,OL Reign,NWSL,0.3117,0.4236,-0.5411,0.0232,0.4814,1.3144,1.0926,1.1427,-0.4995,-0.1255,0.7259,-0.5507,-0.5959,-0.4199,-0.854,-0.1457,0.0,-0.4871,-0.5959,0.1337,1.5912,-0.3195,0.0,-0.4187
5001,Allie Long,Right Center Midfield,OL Reign,NWSL,0.3117,0.4236,0.4781,0.5101,0.4814,0.9084,1.0666,1.2639,-0.4487,-0.3807,0.7524,-0.2004,0.0449,0.7687,0.0281,-0.289,0.0,-0.3519,0.0449,1.023,0.3953,0.3993,0.0,0.3729
5002,Jodie Taylor,Center Forward,OL Reign,NWSL,2.4379,-0.4748,1.7317,2.2822,3.8544,-1.1931,-1.1486,-1.3344,-0.1247,0.0021,-0.7731,-1.1023,-0.6786,-0.8865,0.2885,-0.2304,0.0,-0.9229,-0.6786,-0.8297,0.5029,0.5574,0.0,-0.3528
5006,Beverly Yanez,Right Wing,OL Reign,NWSL,0.3612,-0.4748,1.1094,0.6464,1.1178,-0.3785,-0.6298,-0.831,-0.0675,0.0447,-0.5043,0.4482,-0.2031,0.591,1.3657,0.8117,0.0,0.9254,-0.2031,-1.2214,0.47,-0.353,0.0,-0.4261
5007,Megan Montefusco,Right Center Back,OL Reign,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,0.8269,0.5787,0.8962,-0.7409,-0.5296,0.5276,-0.6253,-0.5752,-0.2311,-1.2107,-0.4648,0.0,-0.7777,-0.5752,-0.1733,1.5912,-0.238,0.0,-0.2501
5008,Kristen McNabb,Left Center Back,OL Reign,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.5195,-0.5377,-0.3813,-0.7219,-0.4977,-0.8897,-0.5731,-0.9267,-1.1531,-0.0812,-0.3085,0.0,-0.6174,-0.9267,-0.3003,1.5912,-1.0382,0.0,-0.9172
5016,Jessica Fishlock,Center Attacking Midfield,OL Reign,NWSL,0.114,0.4236,0.8118,0.4322,0.2905,0.1097,-0.0027,0.025,0.282,0.2574,0.3739,0.1351,0.3757,0.691,0.1304,-0.2564,0.0,-0.1115,0.3757,-0.1733,0.2488,0.4664,0.0,0.5489
5017,Christen Westphal,Right Back,OL Reign,NWSL,-0.4794,-0.4748,-0.4419,-0.7168,-0.4732,0.9786,0.5309,0.3662,1.1333,0.8636,-0.1046,-0.5582,-0.9267,-0.5421,0.449,-0.2955,0.0,-0.5973,-0.9267,-0.6497,0.0963,-1.0382,0.0,-0.9172
5019,Michelle Betos,Goalkeeper,OL Reign,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.5526,-0.6867,-0.3219,-0.9506,-0.8806,-1.1251,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-0.8932,-1.3986,-1.0382,0.0,-0.9172
5065,Lauren Barnes,0,OL Reign,NWSL,-0.4794,-0.4748,-0.6403,-0.7168,-0.6005,1.6217,1.1762,1.6052,-0.5249,-0.168,1.1968,-0.8712,-0.5752,0.5132,-0.835,-0.7905,0.0,-1.1934,-0.5752,-0.2792,1.5912,0.1597,0.0,0.307
5066,Lydia Grace Yilkari Williams,0,OL Reign,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.1261,0.1063,0.4321,-0.9506,-0.8806,-0.3893,-1.3707,-0.9267,-1.1531,-1.8182,-1.0054,0.0,-1.6943,-0.9267,1.023,-1.3986,-1.0382,0.0,-0.9172
5069,Theresa Nielsen,0,OL Reign,NWSL,-0.4794,-0.4748,-0.6403,-0.7168,-0.6005,1.4011,0.8599,1.0833,-0.5249,-0.3488,0.2755,0.4929,0.4584,0.5132,-0.3,-0.7905,0.0,-0.2768,0.4584,-0.6285,0.8437,0.2412,0.0,0.8054
5075,Elizabeth Addo,0,OL Reign,NWSL,-0.4794,-0.4748,0.433,0.2764,0.8633,-0.4553,-0.7001,-0.6632,3.2362,2.3526,1.5421,-0.2376,0.1276,0.5354,1.1303,-1.0054,0.0,-0.9329,0.1276,-1.2955,-0.0173,0.5574,0.0,1.5238
4995,Celeste Boureille,Right Defensive Midfield,Portland Thorns,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,0.2845,0.1407,0.1269,-0.2581,0.2787,0.2338,-0.5582,-0.9267,0.6687,-0.0099,0.0627,0.0,-0.3269,-0.9267,-0.1733,1.5912,-1.0382,0.0,-0.9172
4999,Lindsey Michelle Horan,Left Defensive Midfield,Portland Thorns,NWSL,3.0807,1.1536,1.7859,2.0875,2.327,1.2409,0.9942,1.0319,0.5107,0.7998,1.4936,0.5078,1.3059,-0.1089,0.0234,0.447,0.0,0.6849,1.3059,0.0384,0.6584,1.0174,0.0,0.7468
5003,Emily Ann Sonnett,Center Back,Portland Thorns,NWSL,0.2623,0.3675,-0.6584,-0.4247,0.1632,0.4633,0.6054,0.6095,-0.5567,-0.3914,0.3709,-0.6849,0.0242,0.902,-0.7637,-0.6016,0.0,-0.9229,0.0242,0.8642,0.8437,1.3576,0.0,1.2819
5005,Britt Eckerstrom,Goalkeeper,Portland Thorns,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-1.3256,-1.4249,-1.165,-0.9506,-0.8806,-1.668,-1.3707,-0.9267,-1.1531,-1.8254,-1.0054,0.0,-1.6943,-0.9267,-2.2165,-1.3986,-1.0382,0.0,-0.9172
5009,Margaret Purce,Right Midfield,Portland Thorns,NWSL,-0.4794,-0.4748,0.0812,0.0232,-0.6005,0.2309,-0.1904,-0.0569,1.6733,1.5124,0.4322,0.0307,2.1741,-0.731,-0.1276,-0.7579,0.0,-0.5673,2.1741,-1.179,0.2308,2.795,0.0,3.9721
5010,Mallory Weber,Left Center Forward,Portland Thorns,NWSL,-0.4794,-0.4748,1.0012,2.068,2.1361,-1.2275,-1.3405,-1.2991,1.3302,2.1718,-0.2348,-0.3047,0.5617,-1.1531,1.4156,-0.0741,0.0,-0.2567,0.5617,-2.0365,0.9932,1.3576,0.0,0.9154
5011,Meghan Klingenberg,Left Midfield,Portland Thorns,NWSL,-0.4794,0.5359,-0.7756,-0.7168,-0.0914,1.3117,0.9147,0.9869,-0.2835,0.0553,0.7358,-0.1929,0.1689,-0.5644,-0.4724,-0.6602,0.0,-0.6424,0.1689,-0.3109,1.0919,0.5574,0.0,0.9154
5012,Katherine Reynolds,Right Center Back,Portland Thorns,NWSL,0.8062,-0.4748,-0.4599,-0.2105,-0.155,-0.1341,-0.3936,-0.114,-0.9506,-0.8806,-0.7156,-0.5805,-0.3892,-0.2755,-0.8814,-0.315,0.0,-0.6324,-0.3892,-0.9567,-1.3986,0.1597,0.0,-0.0009
5013,Tobin Powell Heath,Left Center Forward,Portland Thorns,NWSL,1.0534,3.0067,1.4882,0.8606,0.9269,-0.0897,-0.2481,-0.342,1.4319,1.1082,0.4496,-0.3942,0.1069,-0.0422,-0.0277,-0.7188,0.0,-0.8177,0.1069,-0.5121,0.0963,0.7874,0.0,1.1793
5015,Kelli Hubly,Left Center Back,Portland Thorns,NWSL,-0.4794,-0.4748,-0.938,-0.7168,-0.6641,-0.0559,-0.3001,-0.2015,0.0024,0.183,-0.1409,0.1202,0.1069,-0.0422,-0.6365,-1.0054,0.0,-0.6925,0.1069,-0.8191,0.5956,0.1597,0.0,0.9154
